Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,State
5zsHmE2gO3RefVsPyw2e3T,"1QvK8bFc2WREH4LDlJcJbi,1wqW0IQWC7V7jktcjVHID6",What's Up Danger (with Black Caviar),Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),"Blackway,Black Caviar",14/12/2018,222306.0,65.0,spotify:user:jadstar7,2024-04-05T09:58:34Z,"nyc rap,pop dance",0.701,0.755,2.0,-5.82,1.0,0.0417,0.00363,0.000814,0.121,0.116,95.041,4.0,RECOVER
0s1PsjRpN9v3gveUOM6Iux,6hQS54VPpxunuwR0W7usuo,Neon Roses,Metaphysical,The Technicolors,27/07/2017,236586.0,43.0,spotify:user:jadstar7,2024-04-05T10:00:14Z,phoenix indie,0.192,0.879,7.0,-3.19,1.0,0.0631,4.97e-05,0.000161,0.451,0.387,185.821,4.0,RACE
67wWI90Nm2EiSmNKhNykU6,38SKxCyfrmNWqWunb9wGHP,Drifting,Drifting,Good Kid,28/08/2020,146840.0,49.0,spotify:user:jadstar7,2024-04-05T10:00:38Z,,0.468,0.958,2.0,-4.869,1.0,0.0367,0.00169,0.00042,0.335,0.887,101.502,4.0,WARMUP
6Qkh02qnr4yrNj2GSpCdpH,7dlqUnjoF2U2DkNDMhcgG4,Still Standing,State Of The Art,Hilltop Hoods,1/01/2009,210693.0,43.0,spotify:user:jadstar7,2024-04-05T09:40:01Z,australian hip hop,0.79,0.752,11.0,-4.907,0.0,0.14,0.343,5.35e-06,0.242,0.831,97.02,4.0,FALLOFF
0TpJF2IIk9idRMJuSSXMLh,38SKxCyfrmNWqWunb9wGHP,Aloe Lite,Good Kid 2,Good Kid,6/11/2020,149292.0,50.0,spotify:user:jadstar7,2024-04-05T10:01:01Z,,0.48,0.896,1.0,-4.207,1.0,0.0329,0.000199,5.15e-05,0.437,0.728,179.999,4.0,WARMUP
0yWZNa6e7rAXPyTj0RddKO,38SKxCyfrmNWqWunb9wGHP,Faster,Good Kid,Good Kid,15/06/2018,157210.0,44.0,spotify:user:jadstar7,2024-04-05T10:02:07Z,,0.401,0.886,11.0,-2.851,0.0,0.0362,0.00503,0.0,0.258,0.517,90.828,4.0,WARMUP
27p9uRqvyBFL4F8Fx8HXBu,4xTRZ0A9NyJ8f1Nzm01vRU,JoJo Hardstyle,JoJo Hardstyle,Maul,31/10/2022,85562.0,37.0,spotify:user:jadstar7,2024-04-05T10:04:17Z,gym hardstyle,0.38,0.941,6.0,-3.097,0.0,0.0897,0.0225,0.0142,0.349,0.58,79.939,4.0,WARMUP
1PbQ2pNfD7Sken7RNXhQtR,6B6L5NF8BSmY76RUdtZmu2,Outside - Hardstyle,Outside - Hardstyle,Asentrix,13/10/2022,139200.0,46.0,spotify:user:jadstar7,2024-04-05T10:04:30Z,,0.483,0.929,2.0,-2.997,0.0,0.0365,0.00395,5.6e-06,0.237,0.36,87.528,4.0,FALLOFF
0YuePEX4KyfLIPMdNLPwgQ,5INjqkS1o8h1imAzPqGZBb,Endors Toi,Lonerism,Tame Impala,1/01/2012,186640.0,48.0,spotify:user:jadstar7,2024-04-05T10:05:05Z,"australian psych,modern rock,neo-psychedelic,rock",0.242,0.924,3.0,-3.327,1.0,0.0804,0.0302,0.461,0.36,0.33,129.155,4.0,TEMPO
6v9tjIDuN0anXNoPMytvbQ,2W6WP4pHQTFlbr2z9S4n54,MURDER IN MY MIND,A MILLION WAYS TO MURDER,Kordhell,27/10/2023,145000.0,61.0,spotify:user:jadstar7,2024-04-05T10:05:13Z,drift phonk,0.712,0.972,10.0,-0.514,1.0,0.112,0.00547,7.06e-05,0.128,0.568,119.966,4.0,FALLOFF
0sBJA2OCEECMs0HsdIQhvR,5Pwc4xIPtQLFEnJriah9YJ,West Coast,West Coast,OneRepublic,25/02/2022,192947.0,58.0,spotify:user:jadstar7,2024-04-05T10:06:02Z,"piano rock,pop",0.685,0.699,6.0,-7.803,0.0,0.0349,0.317,0.0,0.0895,0.884,134.057,4.0,WARMUP
4RvWPyQ5RL0ao9LPZeSouE,4bthk9UfsYUYdcFyqxmSUU,Everybody Wants To Rule The World,Songs From The Big Chair (Super Deluxe Edition),Tears For Fears,25/02/1985,251488.0,81.0,spotify:user:jadstar7,2024-04-05T10:07:18Z,"new romantic,new wave,new wave pop,permanent wave,rock,sophisti-pop,synthpop",0.645,0.795,7.0,-12.095,1.0,0.0527,0.347,0.00389,0.104,0.535,112.067,4.0,FALLOFF
3wmheeuyJHqbD3ao4cI5d9,38SKxCyfrmNWqWunb9wGHP,Premier Inn,Good Kid 4,Good Kid,27/03/2024,212543.0,51.0,spotify:user:jadstar7,2024-04-05T10:08:32Z,,0.324,0.911,1.0,-3.585,1.0,0.0775,0.00143,0.0,0.0864,0.596,88.216,4.0,WARMUP
2E4INiVkDRBXXkFL4kB1Vk,5SXuuuRpukkTvsLuUknva1,highway 95,The Melodic Blue (Deluxe),Baby Keem,28/10/2022,91782.0,59.0,spotify:user:jadstar7,2024-04-05T10:09:39Z,"hip hop,rap",0.77,0.836,7.0,-5.322,1.0,0.065,0.0548,0.0,0.143,0.425,84.944,4.0,RECOVER
5naar7XewEOAjOywIp6Jjq,0NIPkIjTV8mB795yEIiPYL,Remember When,Nothing Happens,Wallows,22/03/2019,155146.0,65.0,spotify:user:jadstar7,2024-04-05T11:22:29Z,pov: indie,0.504,0.708,11.0,-5.896,0.0,0.0343,0.00112,0.000424,0.788,0.51,82.009,4.0,WARMUP
3GTXok0dIm0mMqBiVklBYS,7LAucJAvbQa7ZIA0qP8YI2,On Our Way,Royal,The Royal Concept,1/01/2013,193853.0,45.0,spotify:user:jadstar7,2024-04-05T11:23:13Z,"shimmer pop,swedish alternative rock,swedish indie pop",0.581,0.793,1.0,-5.949,1.0,0.0914,0.0084,0.0,0.183,0.352,130.902,4.0,RECOVER
1jDJFeK9x3OZboIAHsY9k2,3PhoLpVuITZKcymswpck5b,I'm Still Standing,Too Low For Zero,Elton John,30/05/1983,183440.0,78.0,spotify:user:jadstar7,2024-04-05T09:47:30Z,"glam rock,mellow gold,piano rock,rock",0.505,0.904,6.0,-6.863,1.0,0.179,0.355,0.118,0.14,0.773,176.811,4.0,FALLOFF
4spfRBAAdrMKR35lZWrgYF,4LlDtNr8qFwhrT8eL2wzH4,Goodbye Mr A,The Trick To Life,The Hoosiers,22/10/2007,266813.0,46.0,spotify:user:jadstar7,2024-04-05T11:25:11Z,,0.468,0.841,4.0,-3.263,1.0,0.0294,0.085,0.00195,0.187,0.574,185.966,4.0,WARMUP
213x4gsFDm04hSqIUkg88w,53XhwfbYqKCa1cC15pYq2q,On Top Of The World,Night Visions,Imagine Dragons,4/09/2012,192280.0,72.0,spotify:user:jadstar7,2024-04-05T11:24:52Z,"modern rock,pop,rock",0.63,0.924,0.0,-5.589,1.0,0.145,0.0841,3.56e-06,0.084,0.763,100.045,4.0,FALLOFF
2egGsu9X7zdNJxU9Kftq6l,4l1cKWYW591xnwEGxpUg3J,Paddling Out,Happy To You,Miike Snow,1/01/2012,217960.0,43.0,spotify:user:jadstar7,2024-04-05T11:25:25Z,"alternative dance,electropop,indietronica,neo-synthpop,shimmer pop,swedish electropop,swedish indie pop,swedish synthpop",0.599,0.818,10.0,-3.652,0.0,0.0394,0.0095,0.00571,0.297,0.366,128.159,4.0,FALLOFF
07tOsOR7E9zW89v2FqzsdG,59oA5WbbQvomJz2BuRG071,Busy Earnin',Jungle,Jungle,15/07/2014,181772.0,0.0,spotify:user:jadstar7,2024-04-05T11:23:58Z,"indie soul,uk contemporary r&b",0.457,0.883,10.0,-5.61,0.0,0.0376,0.209,5.11e-06,0.0912,0.736,99.937,4.0,WARMUP
32zqrDpYvNr8BuOClDpavD,1x2YcZB1QpRZB3HT9gdUCQ,Absolute Territory,Absolute Territory,Ken Ashcorp,8/03/2013,268571.0,55.0,spotify:user:jadstar7,2024-04-05T09:51:32Z,otacore,0.609,0.602,5.0,-9.452,0.0,0.0384,0.00014,0.00108,0.59,0.752,126.0,4.0,WARMUP
1PJmA0qqBEuXZqHk6dkHjg,6VXZCpbkwm0W0aPjQR1t4K,We Come Running,Youngblood Hawke,Youngblood Hawke,1/01/2012,248800.0,28.0,spotify:user:jadstar7,2024-04-05T11:23:27Z,"la indie,shimmer pop",0.561,0.75,10.0,-6.948,1.0,0.0432,0.000255,0.00178,0.117,0.259,124.96,4.0,RECOVER
2AgnbuzvnfPvq1sAYNB4pj,"1anyVhU62p31KFi8MEzkbf,3aQeKQSyrW4qWr35idm0cy,4akybxRTGHJZ1DXjLhJ1qu,5xI4mPixKfrCCspATqbpy3,1EpyA68dKpjf7jXmQL88Hy","Finish Line / Drown (feat. T-Pain, Kirk Franklin, Eryn Allen Kane & Noname)",Coloring Book,"Chance the Rapper,T-Pain,Kirk Franklin,Eryn Allen Kane,Noname",27/05/2016,406983.0,44.0,spotify:user:jadstar7,2024-04-05T09:48:04Z,"chicago rap,conscious hip hop,hip hop,pop rap,rap,trap,dance pop,gangster rap,r&b,southern hip hop,urban contemporary,gospel,gospel r&b,alternative r&b,neo soul",0.456,0.609,7.0,-6.439,0.0,0.377,0.617,0.0,0.0724,0.41,86.368,4.0,COOLDOWN
456WNXWhDwYOSf5SpTuqxd,1moxjboGR7GNWYIMWsRjgG,Dog Days Are Over,Lungs (Deluxe Version),Florence + The Machine,2009,252818.0,74.0,spotify:user:jadstar7,2024-04-05T09:41:54Z,"baroque pop,modern rock,neo mellow,uk alternative pop",0.501,0.809,7.0,-5.264,1.0,0.0938,0.0338,0.00602,0.119,0.258,149.964,4.0,RECOVER
